name,price,url,image_url,image_path,category,pet_type
Royal Canin Sterilised Cat Dry Food & HUFT Wipes Combo - 2 kg,1831.28,https://headsupfortails.com/products/royal-canin-sterilised-cat-dry-food-huft-wipes-combo-2-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/RoyalCaninSterilisedCatDryFood_HUFTWipesCombo2kg.jpg?v=1744262294,cat_images\Royal Canin Sterilised Cat Dry Food & HUFT Wipes C.jpg,Cat Dry Food,Cat
Royal Canin Persian Dry Food & HUFT ScratchVille Scratcher Combo - 4 kg,4022.48,https://headsupfortails.com/products/royal-canin-persian-dry-food-huft-scratchville-scratcher-combo-4-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/RoyalCaninPersianDryFood_HUFTScratchVilleScratcherCombo4kg.jpg?v=1744262595,cat_images\Royal Canin Persian Dry Food & HUFT ScratchVille S.jpg,Cat Dry Food,Cat
Royal Canin Indoor 27 Cat Dry Food & HUFT Biodegradable Wipes Combo - 2 kg,1813.68,https://headsupfortails.com/products/royal-canin-indoor-27-cat-dry-food-huft-biodegradable-wipes-combo-2-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/RoyalCaninIndoor27CatDryFood_HUFTBiodegradableWipesCombo2kg.jpg?v=1744263238,cat_images\Royal Canin Indoor 27 Cat Dry Food & HUFT Biodegra.jpg,Cat Dry Food,Cat
Orijen Biologically Appropriate Nutrition Kitten Dry Food,3499.00,https://headsupfortails.com/products/orijen-biologically-appropriate-dry-food-for-kitten,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/64992718862.jpg?v=1716372473,cat_images\Orijen Biologically Appropriate Nutrition Kitten D.jpg,Cat Dry Food,Cat
Royal Canin Hair & Skin Care Food & HUFT Hygiene Essentials Combo - 2 kg,2060.08,https://headsupfortails.com/products/royal-canin-hair-skin-care-food-huft-hygiene-essentials-combo-2-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/RoyalCaninHair_SkinCareFood_HUFTHygieneEssentialsCombo2kg.jpg?v=1744263583,cat_images\Royal Canin Hair & Skin Care Food & HUFT Hygiene E.jpg,Cat Dry Food,Cat
Royal Canin Fit 32 Dry Food & HUFT Biodegradable Wipes Combo : Adult Cat Care - 2 kg,1690.48,https://headsupfortails.com/products/royal-canin-fit-32-dry-food-huft-biodegradable-wipes-combo-adult-cat-care-2-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/AdultCatCareRoyalCaninFit32DryFood_HUFTBiodegradableWipesCombo2kg.jpg?v=1744263404,cat_images\Royal Canin Fit 32 Dry Food & HUFT Biodegradable W.jpg,Cat Dry Food,Cat
Royal Canin Adult Persian Cat Dry Food & HUFT Biodegradable Wipes Combo - 2 kg,2200.88,https://headsupfortails.com/products/royal-canin-adult-persian-cat-dry-food-huft-biodegradable-wipes-combo-2-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/RoyalCaninAdultPersianCatDryFood_HUFTBiodegradableWipesCombo2kg.jpg?v=1744262379,cat_images\Royal Canin Adult Persian Cat Dry Food & HUFT Biod.jpg,Cat Dry Food,Cat
Royal Canin Fit 32 Dry Food & HUFT Scratcher Combo For Cat : Nutrition & Fun Duo - 4 kg,3248.08,https://headsupfortails.com/products/royal-canin-fit-32-dry-food-huft-scratcher-combo-for-cat-nutrition-fun-duo-4-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/Nutrition_FunDuoRoyalCaninFit32DryFood_HUFTScratcherComboForCat4kg.jpg?v=1744275243,cat_images\Royal Canin Fit 32 Dry Food & HUFT Scratcher Combo.jpg,Cat Dry Food,Cat
Royal Canin Fit 32 Dry Food & HUFT Cat Litter Combo : Health & Hygiene Duo - 10 kg,7137.68,https://headsupfortails.com/products/royal-canin-fit-32-dry-food-huft-cat-litter-combo-health-hygiene-duo-10-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/Health_HygieneDuoRoyalCaninFit32DryFood_HUFTCatLitterCombo10kg.jpg?v=1744275213,cat_images\Royal Canin Fit 32 Dry Food & HUFT Cat Litter Comb.jpg,Cat Dry Food,Cat
Royal Canin Kitten Dry Food & HUFT Vanilla & Honey Shampoo Combo : Happy Tummy & Healthy Coat - 2 kg,2473.68,https://headsupfortails.com/products/royal-canin-kitten-dry-food-huft-vanilla-honey-shampoo-combo-happy-tummy-healthy-coat-2-kg,https://cdn.shopify.com/s/files/1/0086/0795/7054/files/HAPPYT_1.jpg?v=1744275155,cat_images\Royal Canin Kitten Dry Food & HUFT Vanilla & Honey.jpg,Cat Dry Food,Cat
